
Koatuu - missing place:

Koatuu - duplicated codes:
6325157312|n337537217,n3340521392
6820983001|n337556430,n3231236521

Koatuu - different names:
26150422|8000000000||Київ|
26150436|7410100000||Чернігів|
26150437|5110100000||Одеса|
26150791|4610100000||Львів|
26150796|3210500000||Бориспіль|
27121092|6320810100||Богодухів|
27121360|5310100000||Полтава|
27122099|6323310100||Красноград|
27122612|2310100000||Запоріжжя|
27212295|0110900000||Євпаторія|
29980666|1412300000||Маріуполь|
36505064|3210900000||Ірпінь|
36507630|3222410600||Вишневе|
36507632|3222410300||Боярка|
36564513|3222486001||Петрушки|
36564515|3222484401||Дмитрівка|
39682896|1410100000||Донецьк|
60410873|4810100000||Миколаїв|
70950474|1423310600||Курахове|
111353560|2110100000||Ужгород|
111366726|2111000000||Чоп|
127834997|3222010500||Чорнобиль|
127835001|3211100000||Прип’ять|
146498192|1811000000||Новоград-Волинський|
146541158|5610100000||Рівне|
146570870|0710100000||Луцьк|
146651245|0710400000||Ковель|
227045548|5310300000||Гадяч|
246449229|3510100000||Кіровоград|
247880583|4611200000||Стрий|
248777764|7110800000||Умань|
248778046|7124610100||Христинівка|
249633429|7124684501||Орадівка|
249633934|7124386101||Паланка|
249634006|7124685501||Розсішки|
249634064|7124685502||Веселівка|
249634267|7124655300||Верхнячка|
249634482|7124684001||Мала Севастянівка|
249635700|7124683003||Хасанівка|
249719662|7124689001||Ягубець|
249748477|0510100000||Вінниця|
249768184|7124681502||Багачівка|
249769123|7124680501||Ботвинівка|
249769289|7124681501||Вербувата|
249769670|7124680502||Гребля|
250970957|7124684701||Осітна|
250970965|7124686001||Синиця|
250971480|7124685001||Пеніжкове|
251223522|6810100000||Хмельницький|
252098339|1810100000||Житомир|
252176252|0110100000||Сімферополь|
252417657|7124682201||Зоряне|
252417658|7124682501||Івангород|
252417660|7124684004||Козаче|
252417661|7124683501||Ліщинівка|
252417662|7124681503||Мала Іванівка|
252417663|7124682001||Заячківка|
252417664|7124686501||Сичівка|
253006651|3510600000||Знам’янка|
253315888|4810300000||Очаків|
253874196|4410100000||Луганськ|
253877159|4411200000||Алчевськ|
254262743|4611500000||Трускавець|
254275595|2110200000||Берегове|
254292767|4424880504||Макарове|
254554018|0110300000||Алушта|
255259998|3210300000||Біла Церква|
255260767|1822510100||Коростишів|
255466573|6510100000||Херсон|
256579283|0110600000||Джанкой|
256613664|1410160500||Моспине|
256613665|1410166300||Горбачево-Михайлівка|
256613666|1410166301||Бирюки|
256613669|1410166303||Вербова Балка|
256613670|1410166305||Гришки|
256613671|1410166307||Михайлівка|
256613672|1410166309||Новодвірське|
256613673|1410166311||Октябрське|
256613675|1410166313||Темрюк|
256613676|1410167600||Ларине|
256613677|1410167601||Павлоградське|
256613679|1410300000||Артемівськ|
256613680|1410345600||Красна Гора|
256613683|1410370300||Соледар|
256613727|1410370600||Часів Яр|
256613739|1410640001||П’ятихатки|
256613740|1410600000||Горлівка|
256613741|1410665300||Гольмівський|
256613742|1410640003||Федорівка|
256613745|1410665600||Зайцеве|
256613746|1410665301||Гладосове|
256613748|1410666701||Рясне|
256613750|1410691003||Михайлівка|
256613752|1410691001||Озерянівка|
256613753|1410691007||Широка Балка|
256613754|1410691005||Ставки|
256613755|1420955500||Миронівський|
256613761|1410900000||Дебальцеве|
256613774|1411200000||Дзержинськ|
256613798|1420910600||Світлодарськ|
256613799|1411245303||Диліївка|
256613800|1411245305||Дружба|
256613801|1411245300||Кірове|
256613802|1411245301||Горького|
256613803|1411245600||Курдюмівка|
256613804|1411245900||Ленінське|
256613805|1411245307||Перше Травня|
256613806|1411245309||Шуми|
256613808|1411246501||Валентинівка|
256613809|1411246503||Леонідівка|
256613810|1411246200||Неліпівка|
256613811|1411246500||Новгородське|
256613812|1411246800||Петрівка|
256613813|1411247200||Щербинівка|
256613814|1411246505||Суха Балка|
256613815|1411246507||Юр’ївка|
256613816|1411390001||Світле|
256613817|1411300000||Димитров|
256613818|1411290001||Кримське|
256613819|1411270300||Артемове|
256613820|1411570300||Білицьке|
256613821|1411545600||Новодонецьке|
256613822|1411545300||Водянське|
256613826|1411690001||Ясне|
256613827|1411600000||Докучаєвськ|
256613829|1411570501||Бокове|
256613830|1411570500||Білозерське|
256613831|1411745800||Новомиколаївка|
256613832|1411745600||Новогригорівка|
256613833|1411745300||Олексієво-Дружківка|
256613834|1411700000||Дружківка|
256613836|1420955600||Олександрівське|
256613837|1420955100||Булавинське|
256613839|1412045900||Дружне|
256613840|1411746200||Райське|
256613841|1411746201||Красний Кут|
256613842|1411746203||Старорайське|
256613843|1411790003||Червонозоряне|
256613845|1412046801||Верхня Кринка|
256613846|1412046803||Петрівське|
256613847|1412046805||Путепровід|
256613848|1412046807||Шевченко|
256613849|1412046500||Карло-Марксове|
256613850|1412046501||Новоселівка|
256613851|1412046503||Старопетрівське|
256613852|1412046800||Корсунь|
256613853|1420956005||Іллінка|
256613854|1420956003||Данилове|
256613855|1425285606||Рідкодуб|
256613858|1420956007||Кам’янка|
256613859|1420955800||Оленівка|
256613860|1412046809||Щебенка|
256613861|1420956001||Весела Долина|
256613862|1420956000||Ольховатка|
256613868|1420910207||Красний Пахар|
256613869|1420910205||Каютине|
256613870|1412070700||Юнокомунарівськ|
256613871|1420910209||Савелівка|
256613872|1420910200||Вуглегірськ|
256613873|1420956200||Прибережне|
256613874|1420910203||Грозне|
256613875|1420910201||Булавине|
256613876|1412365600||Старий Крим|
256613877|1412365800||Талаківка|
256613884|1412147017||Молодий Шахтар|
256613885|1412365300||Сартана|
256613886|1412100000||Жданівка|
256613887|1412147000||Вільхівка|
256613888|1412090001||Авіловка|
256613889|1412090003||Шапошникове|
256613893|1412945600||Біленьке|
256613896|1412945300||Олександрівка|
256613898|1412600000||Костянтинівка|
256613901|1412365801||Гнутове|
256613902|1412365803||Ломакине|
256613903|1412947700||Ясногірка|
256613904|1412947400||Ясна Поляна|
256613905|1412947100||Шабельківка|
256613906|1412946800||Софіївка|
256613907|1412946500||Малотаранівка|
256613908|1412946201||Привілля|
256613909|1412946200||Красноторка|
256613910|1412945900||Комишуваха|
256613911|1413390003||Ставки|
256613912|1413390001||Брусівка|
256613913|1413300000||Красний Лиман|
256613914|1413270600||Родинське|
256613915|1413245400||Шевченко|
256613916|1413200000||Красноармійськ|
256613917|1412990003||Семенівка|
256613918|1412990001||Ашуркове|
256613919|1413567000||Лісне|
256613920|1413566503||Оріхове|
